epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,236.898,0.70419,2.15144,0.84653,0.00333,1,0.02895,0.00945,0.5575,3.52574,0.80392,0.00062,0.00062,0.00062
